Match_Number,Match,Date,Year,Venue,Team_Batting_First,Team_Batting_Second,Bat_First_Runs_Scored,Bat_First_Wickets_Lost,Bat_First_Overs_Consumed,Bat_First_Overs_Allocated,Bat_Second_Runs_Scored,Bat_Second_Wickets_Lost,Bat_Second_Overs_Consumed,Bat_Second_Overs_Allocated,Winner,Winning_Team,Winning_Margin,Win_Type,Bat_First_Run_Rate,Bat_Second_Run_Rate,Balls_Remaining,Bat_First_5_ov_score,Bat_First_5_ov_wkts_lost,Bat_First_10_ov_score,Bat_First_10_ov_wkts_lost,Bat_First_15_ov_score,Bat_First_15_ov_wkts_lost,Bat_First_20_ov_score,Bat_First_20_ov_wkts_lost,Bat_Second_5_ov_score,Bat_Second_5_ov_wkts_lost,Bat_Second_5_ov_Req_RR,Bat_Second_10_ov_score,Bat_Second_10_ov_wkts_lost,Bat_Second_10_ov_Req_RR,Bat_Second_15_ov_score,Bat_Second_15_ov_wkts_lost,Bat_Second_15_ov_Req_RR,Bat_Second_20_ov_score,Bat_Second_20_ov_wkts_lost,Match_Time,Duckworth Lewis Used
304,League Match,May 12,2012,Chennai,Delhi,Chennai,114,5,20,20,115,1,15.2,20,Chennai,Chasing,9,wicket,5.70,7.50,28,24,3,52,4,78,5,114,5,38,0,5.13,75,0,4,112,1,0.60,,,Evening,
305,League Match,May 13,2012,Jaipur,Rajasthan,Pune,170,4,20,20,125,9,20,20,Rajasthan,FirstBatting,45,run,8.50,6.25,0,34,1,77,1,126,2,170,4,26,4,9.66,60,4,11.1,97,6,14.80,125,9,Afternoon,
306,League Match,May 13,2012,Mohali,Hyderabad,Punjab,190,4,20,20,194,6,20,20,Punjab,Chasing,4,wicket,9.50,9.70,0,41,0,76,2,126,2,190,4,28,2,10.86,76,3,11.5,130,4,12.20,194,6,Evening,
307,League Match,May 14,2012,Bangalore,Bangalore,Mumbai,171,6,20,20,173,5,19.4,20,Mumbai,Chasing,5,wicket,8.55,8.80,2,34,2,69,3,107,4,171,6,28,3,9.6,56,5,11.6,106,5,13.20,173,5,Afternoon,
308,League Match,May 14,2012,Kolkata,Kolkata,Chennai,158,6,20,20,160,5,20,20,Chennai,Chasing,5,wicket,7.90,8.00,0,39,0,86,0,112,3,158,6,44,0,7.66,96,0,6.3,115,3,8.80,160,5,Evening,
309,League Match,May 15,2012,Delhi,Punjab,Delhi,136,8,20,20,140,5,19,20,Delhi,Chasing,5,wicket,6.80,7.37,6,38,1,64,4,99,6,136,8,36,2,6.73,55,4,8.2,103,5,6.80,,,Evening,
310,League Match,May 16,2012,Mumbai,Kolkata,Mumbai,140,7,20,20,108,10,19.1,20,Kolkata,FirstBatting,32,run,7.00,5.63,5,25,2,54,3,94,5,140,7,20,0,8.06,59,1,8.2,80,3,12.20,108,10,Evening,
311,League Match,May 17,2012,Dharamsala,Chennai,Punjab,120,7,20,20,123,4,16.3,20,Punjab,Chasing,6,wicket,6.00,7.45,21,24,2,45,3,77,4,120,7,34,0,5.8,65,2,5.6,114,3,1.40,,,Afternoon,
312,League Match,May 17,2012,Delhi,Bangalore,Delhi,215,1,20,20,194,9,20,20,Bangalore,FirstBatting,21,run,10.75,9.70,0,39,1,79,1,137,1,215,1,47,2,11.26,96,3,12,149,4,13.40,194,9,Evening,
313,League Match,May 18,2012,Hyderabad,Rajasthan,Hyderabad,126,8,20,20,128,5,18.4,20,Hyderabad,Chasing,5,wicket,6.30,6.86,8,31,1,61,3,93,4,126,8,44,0,5.53,69,1,5.8,99,3,5.60,,,Evening,
314,League Match,May 19,2012,Dharamsala,Punjab,Delhi,141,8,20,20,145,4,18.2,20,Delhi,Chasing,6,wicket,7.05,7.91,10,18,3,50,4,84,5,141,8,34,0,7.2,87,1,5.5,118,3,4.80,,,Afternoon,
315,League Match,May 19,2012,Pune,Kolkata,Pune,136,4,20,20,102,8,20,20,Kolkata,FirstBatting,34,run,6.80,5.10,0,22,1,45,2,101,2,136,4,35,1,6.8,61,3,7.6,82,4,11.00,102,8,Evening,
316,League Match,May 20,2012,Hyderabad,Hyderabad,Bangalore,132,7,20,20,123,9,20,20,Hyderabad,FirstBatting,9,run,6.60,6.15,0,21,3,47,3,75,4,132,7,37,2,6.4,57,4,7.6,89,4,8.80,123,9,Afternoon,
317,League Match,May 20,2012,Jaipur,Rajasthan,Mumbai,162,6,20,20,163,0,18,20,Mumbai,Chasing,10,wicket,8.10,9.06,12,31,1,74,2,106,4,162,6,39,0,8.26,79,0,8.4,140,0,4.60,,,Evening,
318,1st Qualifying Match,May 22,2012,Pune,Kolkata,Delhi,162,4,20,20,144,8,20,20,Kolkata,FirstBatting,18,run,8.10,7.20,0,36,0,68,1,99,3,162,4,47,2,7.73,83,2,8,109,4,10.80,144,8,Evening,
319,Elimination Final,May 23,2012,Bangalore,Chennai,Mumbai,187,5,20,20,149,9,20,20,Chennai,FirstBatting,38,run,9.35,7.45,0,22,2,61,2,114,4,187,5,47,1,9.4,77,3,11.1,112,7,15.20,149,9,Evening,
320,2nd Qualifying Match,May 25,2012,Chennai,Chennai,Delhi,222,5,20,20,136,10,16.5,20,Chennai,FirstBatting,86,run,11.10,8.08,19,39,0,83,1,162,2,222,5,35,2,12.53,89,3,13.4,128,7,19.00,,,Evening,
321,Final,May 27,2012,Chennai,Chennai,Kolkata,190,3,20,20,192,5,19.4,20,Kolkata,Chasing,5,wicket,9.50,9.76,2,35,0,86,0,136,1,190,3,41,1,10,100,1,9.1,141,2,10.00,192,5,Evening,
322,League Match,Apr 3,2013,Kolkata,Delhi,Kolkata,128,10,20,20,129,4,18.4,20,Kolkata,Chasing,6,wicket,6.40,6.91,8,41,1,68,3,96,5,128,10,40,1,5.93,75,2,5.4,100,4,5.80,,,Evening,
323,League Match,Apr 4,2013,Bangalore,Bangalore,Mumbai,156,5,20,20,154,5,20,20,Bangalore,FirstBatting,2,run,7.80,7.70,0,28,2,59,3,100,5,156,5,27,0,8.66,62,2,9.5,96,3,12.20,154,5,Evening,
324,League Match,Apr 5,2013,Hyderabad,Hyderabad,Pune,126,6,20,20,104,10,18.5,20,Hyderabad,FirstBatting,22,run,6.30,5.52,7,32,0,60,2,87,4,126,6,18,0,7.26,48,3,7.9,78,4,9.80,,,Evening,
325,League Match,Apr 6,2013,Delhi,Rajasthan,Delhi,165,7,20,20,160,6,20,20,Rajasthan,FirstBatting,5,run,8.25,8.00,0,36,1,73,1,127,2,165,7,33,0,8.86,73,1,9.3,120,2,9.20,160,6,Afternoon,
326,League Match,Apr 6,2013,Chennai,Mumbai,Chennai,148,6,20,20,139,9,20,20,Mumbai,FirstBatting,9,run,7.40,6.95,0,28,2,72,4,96,6,148,6,32,2,7.8,58,3,9.1,93,5,11.20,139,9,Evening,
327,League Match,Apr 7,2013,Pune,Pune,Punjab,99,9,20,20,100,2,12.2,20,Punjab,Chasing,8,wicket,4.95,8.11,46,21,2,38,5,64,6,99,9,54,1,3.06,84,2,1.6,,,,,,Afternoon,
328,League Match,Apr 7,2013,Hyderabad,Bangalore,Hyderabad,130,8,20,20,130,7,20,20,Match tied,Match Tied,,,6.50,6.50,0,33,2,55,3,94,4,130,8,31,2,6.66,56,3,7.5,91,4,8.00,130,7,Evening,
329,League Match,Apr 8,2013,Jaipur,Rajasthan,Kolkata,144,6,20,20,125,10,19,20,Rajasthan,FirstBatting,19,run,7.20,6.58,6,27,1,63,2,100,3,144,6,36,2,7.26,55,5,9,99,7,9.20,,,Evening,
330,League Match,Apr 9,2013,Bangalore,Hyderabad,Bangalore,161,6,20,20,162,3,17.4,20,Bangalore,Chasing,7,wicket,8.05,9.17,14,32,1,62,2,98,3,161,6,39,0,8.2,69,2,9.3,117,3,9.00,,,Afternoon,
331,League Match,Apr 9,2013,Mumbai,Mumbai,Delhi,209,5,20,20,165,9,20,20,Mumbai,FirstBatting,44,run,10.45,8.25,0,22,2,80,2,138,3,209,5,42,2,11.2,84,2,12.6,126,5,16.80,165,9,Evening,
332,League Match,Apr 10,2013,Mohali,Punjab,Chennai,138,10,19.5,20,139,0,17.2,20,Chennai,Chasing,10,wicket,6.96,8.02,16,38,2,72,3,116,4,138,10,31,0,7.2,65,0,7.4,103,0,7.20,,,Evening,
333,League Match,Apr 11,2013,Bangalore,Kolkata,Bangalore,154,8,20,20,158,2,17.3,20,Bangalore,Chasing,8,wicket,7.70,9.03,15,31,1,72,2,113,3,154,8,21,1,8.93,80,2,7.5,117,2,7.60,,,Afternoon,
334,League Match,Apr 11,2013,Pune,Rajasthan,Pune,145,5,20,20,148,3,18.4,20,Pune,Chasing,7,wicket,7.25,7.93,8,40,1,72,1,102,4,145,5,58,1,5.86,87,1,5.9,117,2,5.80,,,Evening,
335,League Match,Apr 12,2013,Delhi,Delhi,Hyderabad,114,8,20,20,115,7,19.2,20,Hyderabad,Chasing,3,wicket,5.70,5.95,4,28,3,46,4,72,5,114,8,25,1,6,51,2,6.4,76,5,7.80,115,7,Evening,
336,League Match,Apr 13,2013,Mumbai,Mumbai,Pune,183,3,20,20,142,8,20,20,Mumbai,FirstBatting,41,run,9.15,7.10,0,37,0,72,2,115,2,183,3,34,3,10,72,5,11.2,118,6,13.20,142,8,Afternoon,
337,League Match,Apr 13,2013,Chennai,Bangalore,Chennai,165,6,20,20,166,6,19.5,20,Chennai,Chasing,4,wicket,8.25,8.37,1,26,1,64,2,115,2,165,6,17,2,9.93,64,2,10.2,101,4,13.00,166,6,Evening,
338,League Match,Apr 14,2013,Kolkata,Kolkata,Hyderabad,180,4,20,20,132,7,20,20,Kolkata,FirstBatting,48,run,9.00,6.60,0,42,0,76,1,109,2,180,4,33,0,9.86,68,1,11.3,104,3,15.40,132,7,Afternoon,
339,League Match,Apr 14,2013,Jaipur,Punjab,Rajasthan,124,10,18.5,20,126,4,19.2,20,Rajasthan,Chasing,6,wicket,6.58,6.52,4,21,3,57,4,88,6,124,10,44,1,5.4,68,3,5.7,94,4,6.20,126,4,Evening,
340,League Match,Apr 15,2013,Chennai,Pune,Chennai,159,5,20,20,135,8,20,20,Pune,FirstBatting,24,run,7.95,6.75,0,42,0,78,0,106,2,159,5,25,2,9,63,3,9.7,99,5,12.20,135,8,Evening,
341,League Match,Apr 16,2013,Mohali,Punjab,Kolkata,157,9,20,20,153,9,20,20,Punjab,FirstBatting,4,run,7.85,7.65,0,29,1,70,2,99,6,157,9,34,2,8.26,82,2,7.6,116,4,8.40,153,9,Afternoon,
342,League Match,Apr 16,2013,Bangalore,Delhi,Bangalore,152,5,20,20,152,7,20,20,Match tied,Match Tied,,,7.60,7.60,0,42,0,67,2,94,4,152,5,43,2,7.33,84,2,6.9,126,2,5.40,152,7,Evening,
343,League Match,Apr 17,2013,Pune,Hyderabad,Pune,119,8,20,20,108,10,19,20,Hyderabad,FirstBatting,11,run,5.95,5.68,6,17,4,42,5,75,7,119,8,39,2,5.4,65,3,5.5,87,4,6.60,,,Afternoon,
344,League Match,Apr 17,2013,Jaipur,Rajasthan,Mumbai,179,3,20,20,92,10,18.2,20,Rajasthan,FirstBatting,87,run,8.95,5.02,10,42,0,88,1,125,2,179,3,24,2,10.4,42,4,13.8,71,7,21.80,,,Evening,
345,League Match,Apr 18,2013,Delhi,Chennai,Delhi,169,4,20,20,83,10,17.3,20,Chennai,FirstBatting,86,run,8.45,4.74,15,34,1,60,1,116,2,169,4,30,3,9.33,58,4,11.2,80,7,18.00,,,Evening,
346,League Match,Apr 19,2013,Hyderabad,Punjab,Hyderabad,123,9,20,20,127,5,18.5,20,Hyderabad,Chasing,5,wicket,6.15,6.74,7,29,1,55,3,92,4,123,9,25,1,6.6,56,2,6.8,87,3,7.40,,,Evening,
347,League Match,Apr 20,2013,Kolkata,Kolkata,Chennai,119,9,20,20,124,6,19.1,20,Chennai,Chasing,4,wicket,5.95,6.47,5,44,0,65,4,89,6,119,9,26,1,6.26,48,3,7.2,70,4,10.00,124,6,Afternoon,
348,League Match,Apr 20,2013,Bangalore,Rajasthan,Bangalore,117,10,19.4,20,123,3,17.5,20,Bangalore,Chasing,7,wicket,5.95,6.90,13,25,1,66,3,101,4,117,10,46,0,4.8,67,3,5.1,98,3,4.00,,,Evening,
349,League Match,Apr 21,2013,Delhi,Mumbai,Delhi,161,4,20,20,165,1,17,20,Delhi,Chasing,9,wicket,8.05,9.71,18,22,1,57,2,107,2,161,4,51,0,7.4,102,0,6,144,0,3.60,,,Afternoon,
350,League Match,Apr 21,2013,Mohali,Pune,Punjab,185,4,20,20,186,3,19.5,20,Punjab,Chasing,7,wicket,9.25,9.38,1,47,0,77,0,124,1,185,4,44,2,9.46,83,3,10.3,129,3,11.40,186,3,Evening,
351,League Match,Apr 22,2013,Chennai,Rajasthan,Chennai,185,4,20,20,186,5,19.5,20,Chennai,Chasing,5,wicket,9.25,9.38,1,48,0,88,2,131,3,185,4,45,1,9.4,92,1,9.4,140,2,9.20,186,5,Evening,
352,League Match,Apr 23,2013,Bangalore,Bangalore,Pune,263,5,20,20,133,9,20,20,Bangalore,FirstBatting,130,run,13.15,6.65,0,61,0,128,0,196,1,263,5,37,2,15.13,76,4,18.8,111,5,30.60,133,9,Afternoon,
353,League Match,Apr 23,2013,Delhi,Delhi,Punjab,120,7,20,20,121,5,17,20,Punjab,Chasing,5,wicket,6.00,7.12,18,32,2,54,3,90,6,120,7,51,3,4.66,77,4,4.4,101,4,4.00,,,Evening,
354,League Match,Apr 24,2013,Kolkata,Kolkata,Mumbai,159,6,20,20,162,5,19.5,20,Mumbai,Chasing,5,wicket,7.95,8.17,1,54,1,81,2,112,3,159,6,30,1,8.66,79,2,8.1,116,3,8.80,162,5,Evening,
355,League Match,Apr 25,2013,Chennai,Hyderabad,Chennai,159,6,20,20,160,5,19.4,20,Chennai,Chasing,5,wicket,7.95,8.14,2,37,3,62,4,96,4,159,6,46,0,7.6,76,2,8.4,114,3,9.20,160,5,Evening,
356,League Match,Apr 26,2013,Kolkata,Punjab,Kolkata,149,6,20,20,150,4,18.2,20,Kolkata,Chasing,6,wicket,7.45,8.18,10,33,0,72,2,111,4,149,6,36,2,7.6,75,2,7.5,118,3,6.40,,,Evening,
357,League Match,Apr 27,2013,Jaipur,Hyderabad,Rajasthan,144,9,20,20,146,2,17.5,20,Rajasthan,Chasing,8,wicket,7.20,8.19,13,19,5,64,6,92,7,144,9,21,1,8.26,53,1,9.2,109,2,7.20,,,Afternoon,
358,League Match,Apr 27,2013,Mumbai,Mumbai,Bangalore,194,7,20,20,136,7,20,20,Mumbai,FirstBatting,58,run,9.70,6.80,0,38,1,97,1,143,3,194,7,34,0,10.73,66,4,12.9,94,7,20.20,136,7,Evening,
359,League Match,Apr 28,2013,Chennai,Chennai,Kolkata,200,3,20,20,186,4,20,20,Chennai,FirstBatting,14,run,10.00,9.30,0,49,0,103,0,151,1,200,3,51,1,10,85,2,11.6,126,3,15.00,186,4,Afternoon,
360,League Match,Apr 28,2013,Raipur,Delhi,Pune,164,5,20,20,149,4,20,20,Delhi,FirstBatting,15,run,8.20,7.45,0,24,1,68,2,101,4,164,5,37,0,8.53,75,0,9,110,2,11.00,149,4,Evening,
361,League Match,Apr 29,2013,Jaipur,Bangalore,Rajasthan,171,6,20,20,173,6,19.5,20,Rajasthan,Chasing,4,wicket,8.55,8.72,1,49,1,75,2,116,3,171,6,36,1,9.06,80,2,9.2,120,3,10.40,173,6,Afternoon,
362,League Match,Apr 29,2013,Mumbai,Mumbai,Punjab,174,3,20,20,170,10,20,20,Mumbai,FirstBatting,4,run,8.70,8.50,0,28,1,59,2,102,3,174,3,38,2,9.13,80,5,9.5,118,7,11.40,170,10,Evening,
363,League Match,Apr 30,2013,Pune,Chennai,Pune,164,3,20,20,127,9,20,20,Chennai,FirstBatting,37,run,8.20,6.35,0,26,1,55,2,102,2,164,3,43,4,8.13,68,6,9.7,93,7,14.40,127,9,Evening,
364,League Match,May 1,2013,Hyderabad,Mumbai,Hyderabad,129,4,20,20,130,3,18,20,Hyderabad,Chasing,7,wicket,6.45,7.22,12,32,2,60,2,89,4,129,4,25,1,7,61,2,6.9,106,2,4.80,,,Afternoon,
365,League Match,May 1,2013,Raipur,Kolkata,Delhi,136,7,20,20,137,3,17.5,20,Delhi,Chasing,7,wicket,6.80,7.68,13,29,2,50,5,83,5,136,7,32,2,7,56,2,8.1,100,2,7.40,,,Evening,
366,League Match,May 2,2013,Chennai,Chennai,Punjab,186,4,20,20,171,6,20,20,Chennai,FirstBatting,15,run,9.30,8.55,0,32,1,69,1,116,3,186,4,27,1,10.66,65,2,12.2,122,3,13.00,171,6,Afternoon,
367,League Match,May 2,2013,Pune,Bangalore,Pune,187,3,20,20,170,9,20,20,Bangalore,FirstBatting,17,run,9.35,8.50,0,23,0,75,1,119,2,187,3,35,1,10.2,77,2,11.1,122,4,13.20,170,9,Evening,
368,League Match,May 3,2013,Kolkata,Rajasthan,Kolkata,132,6,20,20,133,2,17.2,20,Kolkata,Chasing,8,wicket,6.60,7.67,16,28,2,71,2,102,4,132,6,40,0,6.2,82,2,5.1,114,2,3.80,,,Evening,
369,League Match,May 4,2013,Hyderabad,Delhi,Hyderabad,80,10,19.1,20,81,4,13.5,20,Hyderabad,Chasing,6,wicket,4.17,5.86,37,23,1,43,2,70,6,80,10,33,1,3.2,55,3,2.6,,,,,,Evening,
370,League Match,May 5,2013,Mumbai,Mumbai,Chennai,139,5,20,20,79,10,15.2,20,Mumbai,FirstBatting,60,run,6.95,5.15,28,21,0,47,3,82,4,139,5,21,4,7.93,48,6,9.2,78,9,12.40,,,Afternoon,
371,League Match,May 5,2013,Jaipur,Pune,Rajasthan,178,4,20,20,182,5,19.5,20,Rajasthan,Chasing,5,wicket,8.90,9.18,1,50,0,92,0,125,2,178,4,40,0,9.26,84,0,9.5,128,2,10.20,182,5,Evening,
372,League Match,May 6,2013,Mohali,Bangalore,Punjab,190,3,20,20,194,4,18,20,Punjab,Chasing,6,wicket,9.50,10.78,12,41,0,88,0,133,1,190,3,31,2,10.66,68,4,12.3,138,4,10.60,,,Evening,
373,League Match,May 7,2013,Jaipur,Delhi,Rajasthan,154,4,20,20,155,1,17.5,20,Rajasthan,Chasing,9,wicket,7.70,8.69,13,41,2,55,3,101,4,154,4,36,0,7.93,77,0,7.8,126,1,5.80,,,Afternoon,
374,League Match,May 7,2013,Mumbai,Mumbai,Kolkata,170,6,20,20,105,10,18.2,20,Mumbai,FirstBatting,65,run,8.50,5.73,10,38,0,69,0,106,2,170,6,30,1,9.4,62,4,10.9,92,7,15.80,,,Evening,
375,League Match,May 8,2013,Hyderabad,Chennai,Hyderabad,223,3,20,20,146,8,20,20,Chennai,FirstBatting,77,run,11.15,7.30,0,44,0,91,1,136,1,223,3,46,1,11.86,75,5,14.9,109,6,23.00,146,8,Evening,
376,League Match,May 9,2013,Mohali,Punjab,Rajasthan,145,6,20,20,147,2,19,20,Rajasthan,Chasing,8,wicket,7.25,7.74,6,28,1,74,1,107,3,145,6,31,1,7.66,73,2,7.3,105,2,8.20,,,Afternoon,
377,League Match,May 9,2013,Pune,Kolkata,Pune,152,6,20,20,106,10,19.3,20,Kolkata,FirstBatting,46,run,7.60,5.44,3,44,0,66,2,96,4,152,6,29,2,8.26,49,3,10.4,80,5,14.60,106,10,Evening,
378,League Match,May 10,2013,Delhi,Bangalore,Delhi,183,4,20,20,179,7,20,20,Bangalore,FirstBatting,4,run,9.15,8.95,0,32,2,74,2,99,3,183,4,48,1,9.06,88,3,9.6,123,4,12.20,179,7,Evening,
379,League Match,May 11,2013,Pune,Pune,Mumbai,112,8,20,20,116,5,18.5,20,Mumbai,Chasing,5,wicket,5.60,6.16,7,29,2,58,2,88,5,112,8,26,2,5.8,50,3,6.3,83,3,6.00,,,Afternoon,
380,League Match,May 11,2013,Mohali,Hyderabad,Punjab,150,7,20,20,120,9,20,20,Hyderabad,FirstBatting,30,run,7.50,6.00,0,29,1,56,5,98,6,150,7,29,1,8.13,54,4,9.7,93,4,11.60,120,9,Evening,
381,League Match,May 12,2013,Ranchi,Bangalore,Kolkata,115,9,20,20,116,5,19.2,20,Kolkata,Chasing,5,wicket,5.75,6.00,4,16,1,54,2,84,3,115,9,27,1,5.93,61,2,5.5,85,3,6.20,116,5,Afternoon,
382,League Match,May 12,2013,Jaipur,Chennai,Rajasthan,141,4,20,20,144,5,17.1,20,Rajasthan,Chasing,5,wicket,7.05,8.39,17,26,0,75,0,100,3,141,4,19,3,8.2,49,4,9.3,130,4,2.40,,,Evening,
383,League Match,May 13,2013,Mumbai,Hyderabad,Mumbai,178,3,20,20,184,3,19.3,20,Mumbai,Chasing,7,wicket,8.90,9.44,3,44,1,87,1,131,2,178,3,35,1,9.6,73,1,10.6,113,3,13.20,184,3,Evening,
384,League Match,May 14,2013,Bangalore,Bangalore,Punjab,174,5,20,20,176,3,18.1,20,Punjab,Chasing,7,wicket,8.70,9.69,11,26,1,52,1,111,1,174,5,33,1,9.46,79,1,9.6,140,1,7.00,,,Afternoon,
385,League Match,May 14,2013,Chennai,Chennai,Delhi,168,4,20,20,135,9,20,20,Chennai,FirstBatting,33,run,8.40,6.75,0,30,0,71,2,109,3,168,4,34,2,9,65,5,10.4,103,6,13.20,135,9,Evening,
386,League Match,May 15,2013,Ranchi,Pune,Kolkata,170,4,20,20,163,7,20,20,Pune,FirstBatting,7,run,8.50,8.15,0,39,0,72,1,112,2,170,4,30,3,9.4,74,3,9.7,122,3,9.80,163,7,Afternoon,
387,League Match,May 15,2013,Mumbai,Mumbai,Rajasthan,166,8,20,20,152,7,20,20,Mumbai,FirstBatting,14,run,8.30,7.60,0,35,1,81,1,132,3,166,8,27,3,9.33,60,5,10.7,106,6,12.20,152,7,Evening,
388,League Match,May 16,2013,Dharamsala,Punjab,Delhi,171,4,20,20,164,7,20,20,Punjab,FirstBatting,7,run,8.55,8.20,0,36,0,76,1,103,2,171,4,14,3,10.53,57,3,11.5,100,4,14.40,164,7,Evening,
389,League Match,May 17,2013,Hyderabad,Hyderabad,Rajasthan,136,9,20,20,113,9,20,20,Hyderabad,FirstBatting,23,run,6.80,5.65,0,17,3,48,3,90,4,136,9,30,0,7.13,44,2,9.3,73,5,12.80,113,9,Evening,
390,League Match,May 18,2013,Dharamsala,Punjab,Mumbai,183,8,20,20,133,10,19.1,20,Punjab,FirstBatting,50,run,9.15,6.94,5,22,2,80,2,131,2,183,8,37,2,9.8,69,4,11.5,107,5,15.40,133,10,Afternoon,
391,League Match,May 18,2013,Bangalore,Bangalore,Chennai,106,2,8,8,82,6,8,8,Bangalore,FirstBatting,24,run,13.25,10.25,0,66,0,,,,,,,37,3,23.66,,,,,,,,,Evening,
392,League Match,May 19,2013,Pune,Pune,Delhi,172,5,20,20,134,9,20,20,Pune,FirstBatting,38,run,8.60,6.70,0,37,0,74,2,107,4,172,5,40,2,8.86,65,5,10.8,104,5,13.80,134,9,Afternoon,
393,League Match,May 19,2013,Hyderabad,Kolkata,Hyderabad,130,7,20,20,132,5,18.5,20,Hyderabad,Chasing,5,wicket,6.50,7.01,7,27,1,56,2,89,3,130,7,30,0,6.73,77,0,5.4,106,3,5.00,,,Evening,
394,Qualifier 1,May 21,2013,Delhi,Chennai,Mumbai,192,1,20,20,144,10,18.4,20,Chennai,FirstBatting,48,run,9.60,7.71,8,39,0,69,1,125,1,192,1,40,1,10.2,92,2,10.1,127,5,13.20,,,Evening,
395,Eliminator,May 22,2013,Delhi,Hyderabad,Rajasthan,132,7,20,20,135,6,19.2,20,Rajasthan,Chasing,4,wicket,6.60,6.98,4,21,2,48,2,77,3,132,7,28,1,7,57,5,7.6,99,5,6.80,135,6,Evening,
396,Qualifier 2,May 24,2013,Kolkata,Rajasthan,Mumbai,165,6,20,20,169,6,19.5,20,Mumbai,Chasing,4,wicket,8.25,8.52,1,33,0,65,3,104,4,165,6,36,0,8.66,73,1,9.3,126,2,8.00,169,6,Evening,
397,Final,May 26,2013,Kolkata,Mumbai,Chennai,148,9,20,20,125,9,20,20,Mumbai,FirstBatting,23,run,7.40,6.25,0,25,3,58,4,100,4,148,9,29,3,8,54,6,9.5,83,8,13.20,125,9,Evening,
398,League Match,Apr 16,2014,Abu Dhabi,Kolkata,Mumbai,163,5,20,20,122,7,20,20,Kolkata,FirstBatting,41,run,8.15,6.10,0,28,1,63,1,110,1,163,5,25,1,9.26,54,2,11,95,2,13.80,122,7,Evening,
399,League Match,Apr 17,2014,Sharjah,Delhi,Bangalore,145,4,20,20,146,2,16.4,20,Bangalore,Chasing,8,wicket,7.25,8.76,20,17,3,49,4,82,4,145,4,37,1,7.26,69,2,7.7,124,2,4.40,,,Evening,
400,League Match,Apr 18,2014,Abu Dhabi,Chennai,Punjab,205,4,20,20,206,4,18.5,20,Punjab,Chasing,6,wicket,10.25,10.94,7,59,0,102,0,145,1,205,4,52,2,10.26,93,3,11.3,156,3,10.00,,,Afternoon,
401,League Match,Apr 18,2014,Abu Dhabi,Hyderabad,Rajasthan,133,6,20,20,135,6,19.3,20,Rajasthan,Chasing,4,wicket,6.65,6.92,3,33,1,69,1,90,3,133,6,28,2,7.06,61,3,7.3,102,3,6.40,135,6,Evening,
402,League Match,Apr 19,2014,Dubai,Mumbai,Bangalore,115,9,20,20,116,3,17.3,20,Bangalore,Chasing,7,wicket,5.75,6.63,15,31,1,63,3,92,4,115,9,24,3,6.13,50,3,6.6,92,3,4.80,,,Afternoon,
403,League Match,Apr 19,2014,Dubai,Kolkata,Delhi,166,5,20,20,167,6,19.3,20,Delhi,Chasing,4,wicket,8.30,8.56,3,27,2,63,2,112,3,166,5,43,2,8.26,84,3,8.3,123,4,8.80,167,6,Evening,
404,League Match,Apr 20,2014,Sharjah,Rajasthan,Punjab,191,5,20,20,193,3,18.4,20,Punjab,Chasing,7,wicket,9.55,10.34,8,41,1,85,2,143,3,191,5,30,2,10.8,69,2,12.3,132,3,12.00,,,Evening,
405,League Match,Apr 21,2014,Abu Dhabi,Chennai,Delhi,177,7,20,20,84,10,15.4,20,Chennai,FirstBatting,93,run,8.85,5.36,26,30,1,65,1,111,3,177,7,18,3,10.66,53,5,12.5,82,8,19.20,,,Evening,
406,League Match,Apr 22,2014,Sharjah,Punjab,Hyderabad,193,6,20,20,121,10,19.2,20,Punjab,FirstBatting,72,run,9.65,6.26,4,38,0,77,1,152,2,193,6,33,3,10.73,74,4,12,99,7,19.00,121,10,Evening,
407,League Match,Apr 23,2014,Dubai,Chennai,Rajasthan,140,6,20,20,133,10,19.5,20,Chennai,FirstBatting,7,run,7.00,6.71,1,32,0,71,3,101,6,140,6,37,1,6.93,56,4,8.5,87,8,10.80,133,10,Evening,
408,League Match,Apr 24,2014,Sharjah,Kolkata,Bangalore,150,7,20,20,148,5,20,20,Kolkata,FirstBatting,2,run,7.50,7.40,0,38,2,82,2,106,4,150,7,34,0,7.8,77,2,7.4,116,2,7.00,148,5,Evening,
409,League Match,Apr 25,2014,Dubai,Hyderabad,Delhi,184,1,20,20,180,4,20,20,Hyderabad,FirstBatting,4,run,9.20,9.00,0,47,0,81,1,118,1,184,1,37,0,9.86,86,0,9.9,119,2,13.20,180,4,Afternoon,
410,League Match,Apr 25,2014,Dubai,Mumbai,Chennai,141,7,20,20,142,3,19,20,Chennai,Chasing,7,wicket,7.05,7.47,6,26,2,57,2,108,2,141,7,37,0,7,76,2,6.6,107,2,7.00,,,Evening,
411,League Match,Apr 26,2014,Abu Dhabi,Bangalore,Rajasthan,70,10,15,20,71,4,13,20,Rajasthan,Chasing,6,wicket,4.67,5.46,42,16,4,45,6,70,10,70,10,32,1,2.6,48,3,2.3,,,,,,Afternoon,
